genome	cluster.x	size.x	extended_phylogeny.x	succinct_phylogeny.x	final_representative.x	rep_accession.x	final_classification.x	genus_count	designated_type_species	updated_classification.x	initial_classification.x	accession	genome_extended.x	genome_type.x	is_95ANI_rep.x	new_isolate.x	isolate_origin.x	name	cluster.y	size.y	extended_phylogeny.y	succinct_phylogeny.y	final_representative.y	rep_accession.y	ecogenomics_classificaion	classification_preprint	final_classification.y	updated_classification.y	initial_classification.y	accession_underscore	genome_extended.y	genome_type.y	is_95ANI_rep.y	new_isolate.y	existing_isolate	isolate_origin.y	RefSeq_Assembly_.IMG_Genome_ID	SAG_or_Isolate_ID	Genome_Origin	Subgroup	Included_in_read_recruitment	Sampling_Date_MM.DD.YY	Depth_m	Latitude_deg	Longitude_deg	Completeness.x	Contamination.x	GC.x	Genome_Size	Longest_Contig	Mean_Contig_Length	N50_contigs	Ambiguous_Bases	X._Predicted_Genes	X._Contigs	reference	Category	SAG	Sample	project	cruise_name	cruise_id	station	bottle_id	depth_m.x	latitude_degrees_north	longitude_degrees_east	sample_date	longhurst_province	full_file_name	GC.y	GC.std	Genome.size	X..ambiguous.bases	X..scaffolds	X..contigs	Longest.scaffold	Longest.contig	N50..scaffolds.	N50..contigs.	Mean.scaffold.length	Mean.contig.length	Coding.density	Translation.table	X..predicted.genes	Completeness.y	Contamination.y	number	X95_rep	mia_incl	type.x	lineage	environment_type	depth_m.y	cluster_88	cluster_95	cluster_98	red77	node_77	red88	node_88	red92	node_92	user_genome	user_genome.1	classification	genus_gtdb_count	msa_percent	closest_genome_ani	domain_gtdb	phylum_gtdb	class_gtdb	order_gtdb	family_gtdb	genus_gtdb	species_gtdb	X	X.1
HIMB1564	cluster_000010	2	include	include	HIMB1564	HIMB1564	Ia.3.II	3	FALSE	Ia.3.II	Ia.3.II	HIMB1564	HIMB1564	isolate	TRUE	yes	new_HIMB	HIMB1564	cluster_000010	2	include	include	HIMB1564	HIMB1564	NA	Ia.3.II	Ia.3.II	Ia.3.II	Ia.3.II	HIMB1564	HIMB1564	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1564	isolate	Ia.3.II	no	7/26/17	2	21.43635	-157.77737	100	0	28.5	1339864	1	1339864	1339864	0	1400	1	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	437	no	incl	isolate	Ia.3.II	coastal	2	cluster_000071	cluster_000028	cluster_000310	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1564	HIMB1564_Ia.3.II	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	70.55	99.99	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902529645	NA	NA
HIMB4	cluster_000016	5	include	include	HIMB4	HIMB4	Ia.3.III	4	TRUE	Ia.3.III	Ia.3.III	HIMB4	HIMB4	isolate	TRUE	no	old_HIMB	HIMB4	cluster_000016	5	include	include	HIMB4	HIMB4	NA	Ia.3.III	Ia.3.III	Ia.3.III	Ia.3.III	HIMB4	HIMB4	isolate	TRUE	no	yes	old_HIMB	2503754001*	HIMB4	isolate	Ia.3.III	yes	NA	2	21.52735	-157.80912	100	2.3	0.2895	1382290	1382290	1382290	1382290	0	1457	1	High-throughput_isolation_of_pelagic_marine_bacteria_from_the_coastal_subtropical_pacific_ocean_Brandon's_Masters_Thesis	Previous_isolate_genome_reference	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	482	yes	incl	isolate	Ia.3.III	offshore	2	cluster_000025	cluster_000057	cluster_000420	RED77_6	557	RED88_23	567	RED92_47	568	HIMB4	HIMB4_Ia.3.III	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp900177485	12	80.3	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp003278065	NA	NA
HTCC9022	cluster_000230	1	include	include	HTCC9022	HTCC9022	Ia.3.IV	5	FALSE	Ia.3.IV	Ia.3.IV	HTCC9022	HTCC9022	isolate	TRUE	no	other	HTCC9022	cluster_000230	1	include	include	HTCC9022	HTCC9022	NA	Ia.3.IV	Ia.3.IV	Ia.3.IV	Ia.3.IV	HTCC9022	HTCC9022	isolate	TRUE	no	yes	other	GCF_000472565.1	HTCC9022	isolate	Ia.3.IV	yes	NA	NA	NA	NA	100	0	0.2956	1360963	804472	61831.6818	804472	666	1413	22	JGI/IMG	Previous_isolate_genome_reference	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	493	yes	incl	isolate	Ia.3.IV	offshore	NA	cluster_000099	cluster_000169	cluster_000114	RED77_6	557	RED88_23	567	RED92_47	568	HTCC9022	HTCC9022_Ia.3.IV	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	68.28	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902558545	NA	NA
HTCC8051	cluster_000051	1	include	include	HTCC8051	HTCC8051	Ia.3.IV	5	TRUE	Ia.3.IV	Ia.3.IV	HTCC8051	HTCC8051	isolate	TRUE	no	other	HTCC8051	cluster_000051	1	include	include	HTCC8051	HTCC8051	NA	Ia.3.IV	Ia.3.IV	Ia.3.IV	Ia.3.IV	HTCC8051	HTCC8051	isolate	TRUE	no	yes	other	GCF_000472605.1	HTCC8051	isolate	Ia.3.IV	yes	NA	10	44.651667	-124.17667	99.8	0	0.292	1395017	1091303	697482.5	1091303	52	1463	2	Stingl__Tripp_and_Giovannoni_2007__IMG	Previous_isolate_genome_reference	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	492	yes	incl	isolate	Ia.3.IV	offshore	10	cluster_000063	cluster_000330	cluster_000225	RED77_6	557	RED88_23	567	RED92_47	568	HTCC8051	HTCC8051_Ia.3.IV	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	81.03	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902557155	NA	NA
HIMB1444	cluster_000046	1	include	include	HIMB1444	HIMB1444	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	HIMB1444	HIMB1444	isolate	TRUE	yes	new_HIMB	HIMB1444	cluster_000046	1	include	include	HIMB1444	HIMB1444	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	HIMB1444	HIMB1444	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1444	isolate	Ia.3.V	yes	7/26/17	2	21.4829	-157.7663	99.8	0.6	29.1	1305448	8	635019	374569	0	1394	8	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	409	yes	incl	isolate	Ia.3.V	offshore	2	cluster_000016	cluster_000246	cluster_000045	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1444	HIMB1444_Ia.3.V	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	75.97	99.99	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902571135	NA	NA
HIMB2201	cluster_000289	1	include	include	HIMB2201	HIMB2201	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	HIMB2201	HIMB2201	isolate	TRUE	yes	new_HIMB	HIMB2201	cluster_000289	1	include	include	HIMB2201	HIMB2201	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	HIMB2201	HIMB2201	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB2201	isolate	Ia.3.V	yes	7/26/17	2	21.4829	-157.7663	99.8	0	29	1359741	1	1359741	1359741	0	1438	1	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	472	yes	incl	isolate	Ia.3.V	offshore	2	cluster_000016	cluster_000318	cluster_000457	RED77_6	557	RED88_23	567	RED92_47	568	HIMB2201	HIMB2201_Ia.3.V	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	77.1	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902572515	NA	NA
HIMB1456	cluster_000130	1	include	include	HIMB1456	HIMB1456	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	HIMB1456	HIMB1456	isolate	TRUE	yes	new_HIMB	HIMB1456	cluster_000130	1	include	include	HIMB1456	HIMB1456	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	HIMB1456	HIMB1456	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1456	isolate	Ia.3.V	yes	7/26/17	2	21.4829	-157.7663	99.1	0	29.2	1353488	17	312343	187404	0	1432	16	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	410	yes	incl	isolate	Ia.3.V	offshore	2	cluster_000016	cluster_000300	cluster_000294	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1456	HIMB1456_Ia.3.V	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	79.29	99.99	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902571425	NA	NA
HIMB2250	cluster_000078	1	include	include	HIMB2250	HIMB2250	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	HIMB2250	HIMB2250	isolate	TRUE	yes	new_HIMB	HIMB2250	cluster_000078	1	include	include	HIMB2250	HIMB2250	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	HIMB2250	HIMB2250	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB2250	isolate	Ia.3.V	yes	7/26/17	2	21.4829	-157.7663	99.5	0	29.1	1330390	1	1330390	1330390	0	1401	1	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	478	yes	incl	isolate	Ia.3.V	offshore	2	cluster_000016	cluster_000178	cluster_000393	RED77_6	557	RED88_23	567	RED92_47	568	HIMB2250	HIMB2250_Ia.3.V	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	82.86	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902587755	NA	NA
HIMB2304	cluster_000295	1	include	include	HIMB2304	HIMB2304	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	HIMB2304	HIMB2304	isolate	TRUE	yes	new_HIMB	HIMB2304	cluster_000295	1	include	include	HIMB2304	HIMB2304	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	HIMB2304	HIMB2304	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB2304	isolate	Ia.3.V	yes	7/26/17	2	21.4829	-157.7663	83.4	1.7	30.7	1006776	317	15142	4192	0	1211	317	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	479	yes	incl	isolate	Ia.3.V	offshore	2	cluster_000016	cluster_000344	cluster_000360	RED77_6	557	RED88_23	567	RED92_47	568	HIMB2304	HIMB2304_Ia.3.V	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	74.58	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902589455	NA	NA
HIMB123	cluster_000068	1	include	include	HIMB123	HIMB123	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	HIMB123	HIMB123	isolate	TRUE	yes	new_HIMB	HIMB123	cluster_000068	1	include	include	HIMB123	HIMB123	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	HIMB123	HIMB123	isolate	TRUE	yes	no	old_HIMB	GCA_XXX	HIMB123	isolate	Ia.3.V	yes	NA	2	21.52735	-157.80912	86.7	1.9	29.5	1271840	41	126946	69634	0	1147	25	High-throughput_isolation_of_pelagic_marine_bacteria_from_the_coastal_subtropical_pacific_ocean_Brandon's_Masters_Thesis	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	397	yes	incl	isolate	Ia.3.V	offshore	2	cluster_000016	cluster_000187	cluster_000373	RED77_6	557	RED88_23	567	RED92_47	568	HIMB123	HIMB123_Ia.3.V	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	78.29	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902558835	NA	NA
FZCC0015	cluster_000210	1	include	include	FZCC0015	FZCC0015	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	FZCC0015	FZCC0015	isolate	TRUE	no	other	FZCC0015	cluster_000210	1	include	include	FZCC0015	FZCC0015	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	FZCC0015	FZCC0015	isolate	TRUE	no	yes	other	GCF_007833635.1	FZCC0015	isolate	Ia.3.V	yes	5/13/17	NA	25.433333	119.783333	100	0	0.2922	1364100	1364100	1364100	1364100	0	1434	1	Zhao_et_al__Pelagiphages_in_the_Podoviridae_family_integrate_into_host_genomes_2018	Previous_isolate_genome_reference	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	yes	incl	isolate	Ia.3.V	coastal	NA	cluster_000016	cluster_000346	cluster_000242	RED77_6	557	RED88_23	567	RED92_47	568	FZCC0015	FZCC0015	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp007833635	12	74.3	96.12	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902594635	NA	NA
HIMB1409	cluster_000020	1	include	include	HIMB1409	HIMB1409	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	HIMB1409	HIMB1409	isolate	TRUE	yes	new_HIMB	HIMB1409	cluster_000020	1	include	include	HIMB1409	HIMB1409	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	HIMB1409	HIMB1409	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1409	isolate	Ia.3.V	yes	7/26/17	2	21.4829	-157.7663	100	0	29.4	1313058	20	411124	178156	0	1391	20	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	401	yes	incl	isolate	Ia.3.V	offshore	2	cluster_000016	cluster_000314	cluster_000320	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1409	HIMB1409_Ia.3.V	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	77.54	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902566705	NA	NA
HIMB1413	cluster_000283	1	include	include	HIMB1413	HIMB1413	Ia.3.V	6	FALSE	Ia.3.V	Ia.3.V	HIMB1413	HIMB1413	isolate	TRUE	yes	new_HIMB	HIMB1413	cluster_000283	1	include	include	HIMB1413	HIMB1413	NA	Ia.3.V	Ia.3.V	Ia.3.V	Ia.3.V	HIMB1413	HIMB1413	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1413	isolate	Ia.3.V	yes	7/26/17	2	21.4829	-157.7663	100	0	29.2	1348413	1	1348413	1348413	0	1426	2	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	403	yes	incl	isolate	Ia.3.V	offshore	2	cluster_000016	cluster_000073	cluster_000116	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1413	HIMB1413_Ia.3.V	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique_O	12	NA	NA	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter_ubique_O	NA	NA
HIMB1556	cluster_000011	45	include	include	HIMB1556	HIMB1556	Ia.3.VI	7	TRUE	Ia.3.VI	Ia.3.VI	HIMB1556	HIMB1556	isolate	TRUE	yes	new_HIMB	HIMB1556	cluster_000011	45	include	include	HIMB1556	HIMB1556	NA	Ia.3.VI	Ia.3.VI	Ia.3.VI	1a.3.VI	HIMB1556	HIMB1556	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1556	isolate	Ia.3.VI	no	7/26/17	2	21.43635	-157.77737	100	0.6	29.3	1464125	1	1464125	1464125	0	1513	1	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	435	no	incl	isolate	1a.3.VI	coastal	2	cluster_000004	cluster_000004	cluster_000111	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1556	HIMB1556_Ia.3.VI	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902520475	12	72.45	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902591025	NA	NA
HIMB1685	cluster_000072	1	include	include	HIMB1685	HIMB1685	Ia.3.VI	7	FALSE	Ia.3.VI	1a.3.VI	HIMB1685	HIMB1685	isolate	TRUE	yes	new_HIMB	HIMB1685	cluster_000072	1	include	include	HIMB1685	HIMB1685	NA	Ia.3.VI	Ia.3.VI	Ia.3.VI	1a.3.VI	HIMB1685	HIMB1685	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1685	isolate	Ia.3.VI	yes	7/26/17	2	21.43635	-157.77737	100	0	28.9	1455495	1	1455495	1455495	0	1526	1	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	451	yes	incl	isolate	1a.3.VI	coastal	2	cluster_000004	cluster_000237	cluster_000226	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1685	HIMB1685_Ia.3.VI	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	86.1	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
HIMB1695	cluster_000280	1	include	include	HIMB1695	HIMB1695	Ia.3.VI	7	FALSE	Ia.3.VI	1a.3.VI	HIMB1695	HIMB1695	isolate	TRUE	yes	new_HIMB	HIMB1695	cluster_000280	1	include	include	HIMB1695	HIMB1695	NA	Ia.3.VI	Ia.3.VI	Ia.3.VI	1a.3.VI	HIMB1695	HIMB1695	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1695	isolate	Ia.3.VI	yes	7/26/17	2	21.43635	-157.77737	100	1	29.4	1421593	2	1185658	1185658	0	-1	2	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	452	yes	incl	isolate	1a.3.VI	coastal	2	cluster_000004	cluster_000150	cluster_000341	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1695	HIMB1695_Ia.3.VI	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	NA	NA	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
HIMB1709	cluster_000341	2	include	include	HIMB1709	HIMB1709	Ia.3.VI	7	FALSE	Ia.3.VI	1a.3.VI	HIMB1709	HIMB1709	isolate	TRUE	yes	new_HIMB	HIMB1709	cluster_000341	2	include	include	HIMB1709	HIMB1709	NA	Ia.3.VI	Ia.3.VI	Ia.3.VI	1a.3.VI	HIMB1709	HIMB1709	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1709	isolate	Ia.3.VI	yes	7/26/17	2	21.43635	-157.77737	100	0	29.4	1426000	2	1168350	1168350	0	1477	2	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	455	yes	incl	isolate	1a.3.VI	coastal	2	cluster_000004	cluster_000132	cluster_000193	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1709	HIMB1709_Ia.3.VI	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	86.1	N/A	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__	NA	NA
HIMB1483	cluster_000245	1	include	include	HIMB1483	HIMB1483	Ia.4.1483	13	TRUE	Ia.4.1483	Ia.4.1483	HIMB1483	HIMB1483	isolate	TRUE	yes	new_HIMB	HIMB1483	cluster_000245	1	include	include	HIMB1483	HIMB1483	NA	Ia.4.N1	Ia.4.1483	Ia.4.1483	Ia.4.1483	HIMB1483	HIMB1483	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1483	isolate	Ia.4.N1	yes	7/26/17	2	21.43635	-157.77737	99.5	0.5	28.5	1207531	2	1084247	1084247	0	1277	2	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	412	yes	incl	isolate	Ia.4.1483	coastal	2	cluster_000154	cluster_000284	cluster_000015	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1483	HIMB1483_Ia.4.1483	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	74.64	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902589725	NA	NA
HIMB1437	cluster_000308	1	include	include	HIMB1437	HIMB1437	Ia.4.II	14	TRUE	Ia.4.II	Ia.4.II	HIMB1437	HIMB1437	isolate	TRUE	yes	new_HIMB	HIMB1437	cluster_000308	1	include	include	HIMB1437	HIMB1437	NA	Ia.4.II	Ia.4.II	Ia.4.II	Ia.4.II	HIMB1437	HIMB1437	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1437	isolate	Ia.4.II	yes	7/26/17	2	21.4829	-157.7663	99.5	0	29.4	1221307	1	1221307	1221307	0	1274	1	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	408	yes	incl	isolate	Ia.4.II	offshore	2	cluster_000011	cluster_000351	cluster_000336	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1437	HIMB1437_Ia.4.II	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902580835	12	64.47	99.76	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902534735	NA	NA
HIMB1835	cluster_000317	1	include	include	HIMB1835	HIMB1835	Ia.4.II	14	FALSE	Ia.4.II	Ia.4.II	HIMB1835	HIMB1835	isolate	TRUE	yes	new_HIMB	HIMB1835	cluster_000317	1	include	include	HIMB1835	HIMB1835	NA	Ia.4.II	Ia.4.II	Ia.4.II	Ia.4.II	HIMB1835	HIMB1835	isolate	TRUE	yes	no	new_HIMB	GCA_XXX	HIMB1835	isolate	Ia.4.II	no	7/26/17	2	21.4829	-157.7663	94.6	0.2	30.4	1072188	229	26662	7766	0	1258	229	This_study	This_study	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	466	no	incl	isolate	Ia.4.II	offshore	2	cluster_000011	cluster_000012	cluster_000133	RED77_6	557	RED88_23	567	RED92_47	568	HIMB1835	HIMB1835_Ia.4.II	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__	12	73.25	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902593445	NA	NA
